,Content ID,Reaction Type,Datetime,Sentiment,Score,Content Type,Category
1197,50c9237a-541c-4f10-a2be-7cbe076b2012,Cherish,2021-02-01 14:10:22,Positive,70,Gif,Travel
1198,50c9237a-541c-4f10-a2be-7cbe076b2012,Scared,2021-03-28 21:01:26,Negative,15,Gif,Travel
1199,50c9237a-541c-4f10-a2be-7cbe076b2012,Heart,2020-08-07 09:43:12,Positive,60,Gif,Travel
1200,50c9237a-541c-4f10-a2be-7cbe076b2012,Scared,2020-07-10 17:56:54,Negative,15,Gif,Travel
1201,50c9237a-541c-4f10-a2be-7cbe076b2012,Dislike,2021-04-20 01:25:12,Negative,10,Gif,Travel
1202,50c9237a-541c-4f10-a2be-7cbe076b2012,Love,2020-10-06 06:36:56,Positive,65,Gif,Travel
1203,50c9237a-541c-4f10-a2be-7cbe076b2012,Interested,2020-12-11 05:09:27,Positive,30,Gif,Travel
1204,50c9237a-541c-4f10-a2be-7cbe076b2012,Want,2020-09-10 19:00:19,Positive,70,Gif,Travel
1205,50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2020-06-26 18:09:24,Negative,0,Gif,Travel
1206,50c9237a-541c-4f10-a2be-7cbe076b2012,Adore,2020-10-13 19:10:33,Positive,72,Gif,Travel
1207,50c9237a-541c-4f10-a2be-7cbe076b2012,Peeking,2020-08-03 19:17:12,Neutral,35,Gif,Travel
1208,50c9237a-541c-4f10-a2be-7cbe076b2012,Like,2021-01-09 17:56:16,Positive,50,Gif,Travel
1209,50c9237a-541c-4f10-a2be-7cbe076b2012,Heart,2020-07-12 21:16:13,Positive,60,Gif,Travel
1210,50c9237a-541c-4f10-a2be-7cbe076b2012,Hate,2021-04-02 06:09:00,Negative,5,Gif,Travel
1211,50c9237a-541c-4f10-a2be-7cbe076b2012,Disgust,2021-01-20 19:32:40,Negative,0,Gif,Travel
1212,50c9237a-541c-4f10-a2be-7cbe076b2012,Scared,2021-03-29 00:19:17,Negative,15,Gif,Travel
1213,50c9237a-541c-4f10-a2be-7cbe076b2012,Want,2020-10-25 19:23:17,Positive,70,Gif,Travel
1214,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Heart,2020-08-23 04:16:12,Positive,60,Video,Science
1215,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Worried,2020-07-27 10:58:15,Negative,12,Video,Science
1216,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Scared,2021-05-01 14:02:27,Negative,15,Video,Science
1217,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Super Love,2020-09-03 02:11:12,Positive,75,Video,Science
1218,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Indifferent,2021-05-28 16:02:56,Neutral,20,Video,Science
1219,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Indifferent,2021-05-19 12:21:45,Neutral,20,Video,Science
1220,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Love,2020-11-18 06:03:39,Positive,65,Video,Science
1221,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Hate,2021-01-11 04:54:56,Negative,5,Video,Science
1222,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Interested,2020-09-05 00:18:11,Positive,30,Video,Science
1223,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Interested,2021-04-30 18:45:45,Positive,30,Video,Science
1224,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Cherish,2020-12-20 00:03:23,Positive,70,Video,Science
1225,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Adore,2020-10-09 09:46:38,Positive,72,Video,Science
1226,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Dislike,2020-08-02 00:38:31,Negative,10,Video,Science
1227,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Worried,2021-03-02 06:19:12,Negative,12,Video,Science
1228,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Intrigued,2020-08-02 05:48:04,Positive,45,Video,Science
1229,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2020-10-24 10:08:27,Negative,0,Video,Science
1230,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Love,2021-03-19 01:57:46,Positive,65,Video,Science
1231,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Love,2021-02-19 04:53:24,Positive,65,Video,Science
1232,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2020-08-07 09:07:19,Negative,0,Video,Science
1233,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Like,2020-07-20 10:14:52,Positive,50,Video,Science
1234,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Interested,2020-11-23 22:51:39,Positive,30,Video,Science
1235,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Super Love,2020-10-26 19:54:19,Positive,75,Video,Science
1236,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Want,2021-03-11 01:09:24,Positive,70,Video,Science
1237,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Peeking,2021-04-14 11:10:22,Neutral,35,Video,Science
1238,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Peeking,2021-03-07 05:10:53,Neutral,35,Video,Science
1239,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Indifferent,2020-08-05 11:59:47,Neutral,20,Video,Science
1240,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Worried,2020-09-20 22:27:07,Negative,12,Video,Science
1241,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Like,2021-04-16 14:19:14,Positive,50,Video,Science
1242,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Cherish,2021-06-13 09:07:41,Positive,70,Video,Science
1243,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Disgust,2021-01-16 05:51:58,Negative,0,Video,Science
1244,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Interested,2020-10-13 21:13:20,Positive,30,Video,Science
1245,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Love,2021-03-04 07:16:01,Positive,65,Video,Science
1246,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Intrigued,2021-02-03 02:51:19,Positive,45,Video,Science
1247,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,Worried,2020-10-11 18:39:13,Negative,12,Video,Science
1248,e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2020-09-21 09:10:22,Negative,0,Video,Technology
1249,e442899c-d2d6-4392-be2d-a0b916ae47fb,Peeking,2020-08-16 21:42:43,Neutral,35,Video,Technology
1250,e442899c-d2d6-4392-be2d-a0b916ae47fb,Intrigued,2021-03-12 12:45:22,Positive,45,Video,Technology
1251,e442899c-d2d6-4392-be2d-a0b916ae47fb,Super Love,2020-11-12 18:27:12,Positive,75,Video,Technology
1252,e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2021-02-04 07:27:14,Negative,0,Video,Technology
1253,e442899c-d2d6-4392-be2d-a0b916ae47fb,Like,2021-01-27 07:41:19,Positive,50,Video,Technology
1254,e442899c-d2d6-4392-be2d-a0b916ae47fb,Like,2021-03-07 00:08:55,Positive,50,Video,Technology
1255,e442899c-d2d6-4392-be2d-a0b916ae47fb,Cherish,2020-12-09 11:46:38,Positive,70,Video,Technology
1256,e442899c-d2d6-4392-be2d-a0b916ae47fb,Heart,2020-08-24 22:36:59,Positive,60,Video,Technology
1257,e442899c-d2d6-4392-be2d-a0b916ae47fb,Worried,2021-01-31 01:25:58,Negative,12,Video,Technology
1258,e442899c-d2d6-4392-be2d-a0b916ae47fb,Want,2020-08-18 11:48:21,Positive,70,Video,Technology
1259,e442899c-d2d6-4392-be2d-a0b916ae47fb,Scared,2020-12-26 05:20:43,Negative,15,Video,Technology
1260,e442899c-d2d6-4392-be2d-a0b916ae47fb,Disgust,2021-05-26 13:22:56,Negative,0,Video,Technology
1261,e442899c-d2d6-4392-be2d-a0b916ae47fb,Want,2020-08-25 20:49:37,Positive,70,Video,Technology
1262,e442899c-d2d6-4392-be2d-a0b916ae47fb,Peeking,2020-10-24 04:55:09,Neutral,35,Video,Technology
1263,e442899c-d2d6-4392-be2d-a0b916ae47fb,Adore,2021-05-26 20:48:35,Positive,72,Video,Technology
1264,e442899c-d2d6-4392-be2d-a0b916ae47fb,Want,2021-03-17 01:02:55,Positive,70,Video,Technology
1265,e442899c-d2d6-4392-be2d-a0b916ae47fb,Hate,2020-11-23 04:32:37,Negative,5,Video,Technology
1266,e442899c-d2d6-4392-be2d-a0b916ae47fb,Worried,2021-06-11 06:38:20,Negative,12,Video,Technology
1267,e442899c-d2d6-4392-be2d-a0b916ae47fb,Super Love,2020-12-17 14:19:27,Positive,75,Video,Technology
1268,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Interested,2021-01-17 09:47:07,Positive,30,Video,Science
1269,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Want,2020-12-16 20:35:08,Positive,70,Video,Science
1270,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Heart,2021-02-04 00:01:42,Positive,60,Video,Science
1271,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Peeking,2021-06-10 22:58:00,Neutral,35,Video,Science
1272,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Scared,2021-01-24 23:12:17,Negative,15,Video,Science
1273,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Disgust,2020-12-20 01:10:46,Negative,0,Video,Science
1274,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Dislike,2021-05-24 06:00:46,Negative,10,Video,Science
1275,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Disgust,2021-06-03 02:16:45,Negative,0,Video,Science
1276,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Want,2020-09-02 04:42:27,Positive,70,Video,Science
1277,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Dislike,2021-01-16 12:04:45,Negative,10,Video,Science
1278,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Intrigued,2020-07-14 23:28:01,Positive,45,Video,Science
1279,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Interested,2020-07-07 02:23:11,Positive,30,Video,Science
1280,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Peeking,2020-12-15 18:27:16,Neutral,35,Video,Science
1281,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Dislike,2020-11-26 03:30:51,Negative,10,Video,Science
1282,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Cherish,2020-10-23 11:51:21,Positive,70,Video,Science
1283,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Scared,2020-07-13 20:37:03,Negative,15,Video,Science
1284,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Like,2021-02-27 15:13:50,Positive,50,Video,Science
1285,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,Worried,2021-06-11 22:04:16,Negative,12,Video,Science
1286,82145a60-013e-4d96-81a5-399af8618158,Adore,2020-12-29 06:36:26,Positive,72,Audio,Food
1287,82145a60-013e-4d96-81a5-399af8618158,Adore,2020-07-29 15:09:06,Positive,72,Audio,Food
1288,82145a60-013e-4d96-81a5-399af8618158,Scared,2021-06-13 16:37:08,Negative,15,Audio,Food
1289,82145a60-013e-4d96-81a5-399af8618158,Peeking,2020-12-13 17:37:25,Neutral,35,Audio,Food
1290,82145a60-013e-4d96-81a5-399af8618158,Intrigued,2021-04-21 16:18:46,Positive,45,Audio,Food
1291,82145a60-013e-4d96-81a5-399af8618158,Super Love,2021-02-05 12:11:05,Positive,75,Audio,Food
1292,82145a60-013e-4d96-81a5-399af8618158,Adore,2021-01-21 15:37:27,Positive,72,Audio,Food
1293,82145a60-013e-4d96-81a5-399af8618158,Dislike,2020-06-19 10:53:56,Negative,10,Audio,Food
1294,82145a60-013e-4d96-81a5-399af8618158,Peeking,2021-03-03 23:54:52,Neutral,35,Audio,Food
1295,82145a60-013e-4d96-81a5-399af8618158,Worried,2020-09-22 01:15:00,Negative,12,Audio,Food
1296,82145a60-013e-4d96-81a5-399af8618158,Peeking,2020-07-23 03:10:08,Neutral,35,Audio,Food
1297,82145a60-013e-4d96-81a5-399af8618158,Cherish,2020-08-21 19:48:27,Positive,70,Audio,Food
1298,82145a60-013e-4d96-81a5-399af8618158,Interested,2021-03-16 14:26:53,Positive,30,Audio,Food
1299,82145a60-013e-4d96-81a5-399af8618158,Peeking,2020-12-23 22:45:35,Neutral,35,Audio,Food
1300,82145a60-013e-4d96-81a5-399af8618158,Hate,2021-02-20 01:35:28,Negative,5,Audio,Food
1301,82145a60-013e-4d96-81a5-399af8618158,Super Love,2020-10-16 22:38:56,Positive,75,Audio,Food
1302,82145a60-013e-4d96-81a5-399af8618158,Hate,2021-03-22 15:35:41,Negative,5,Audio,Food
1303,82145a60-013e-4d96-81a5-399af8618158,Interested,2020-09-22 19:51:45,Positive,30,Audio,Food
1304,82145a60-013e-4d96-81a5-399af8618158,Like,2020-07-17 22:08:27,Positive,50,Audio,Food
1305,82145a60-013e-4d96-81a5-399af8618158,Disgust,2021-02-03 23:56:34,Negative,0,Audio,Food
1306,82145a60-013e-4d96-81a5-399af8618158,Hate,2020-09-30 06:27:46,Negative,5,Audio,Food
1307,82145a60-013e-4d96-81a5-399af8618158,Scared,2021-06-07 00:34:18,Negative,15,Audio,Food
1308,82145a60-013e-4d96-81a5-399af8618158,Super Love,2020-07-21 03:32:52,Positive,75,Audio,Food
1309,82145a60-013e-4d96-81a5-399af8618158,Hate,2021-01-24 12:45:59,Negative,5,Audio,Food
1310,82145a60-013e-4d96-81a5-399af8618158,Indifferent,2021-02-03 16:28:27,Neutral,20,Audio,Food
1311,82145a60-013e-4d96-81a5-399af8618158,Dislike,2020-08-19 16:56:49,Negative,10,Audio,Food
1312,82145a60-013e-4d96-81a5-399af8618158,Dislike,2020-08-12 03:07:05,Negative,10,Audio,Food
1313,82145a60-013e-4d96-81a5-399af8618158,Hate,2020-11-03 16:32:53,Negative,5,Audio,Food
1314,d852b946-01e1-44fe-abd7-26198660cbdb,Peeking,2021-05-02 11:56:22,Neutral,35,Gif,Food
1315,d852b946-01e1-44fe-abd7-26198660cbdb,Hate,2020-06-23 11:42:19,Negative,5,Gif,Food
1316,d852b946-01e1-44fe-abd7-26198660cbdb,Peeking,2021-04-17 20:46:28,Neutral,35,Gif,Food
1317,d852b946-01e1-44fe-abd7-26198660cbdb,Heart,2021-05-05 22:54:45,Positive,60,Gif,Food
1318,d852b946-01e1-44fe-abd7-26198660cbdb,Hate,2020-07-09 07:52:46,Negative,5,Gif,Food
1319,d852b946-01e1-44fe-abd7-26198660cbdb,Adore,2020-11-08 01:04:14,Positive,72,Gif,Food
1320,d852b946-01e1-44fe-abd7-26198660cbdb,Scared,2020-08-09 00:26:51,Negative,15,Gif,Food
1321,d852b946-01e1-44fe-abd7-26198660cbdb,Hate,2021-05-09 23:18:48,Negative,5,Gif,Food
1322,d852b946-01e1-44fe-abd7-26198660cbdb,Cherish,2020-08-12 22:52:05,Positive,70,Gif,Food
1323,d852b946-01e1-44fe-abd7-26198660cbdb,Super Love,2020-06-29 15:40:22,Positive,75,Gif,Food
1324,d852b946-01e1-44fe-abd7-26198660cbdb,Super Love,2021-02-12 04:04:06,Positive,75,Gif,Food
1325,d852b946-01e1-44fe-abd7-26198660cbdb,Disgust,2020-09-10 10:21:40,Negative,0,Gif,Food
1326,c59e27e9-0439-4699-8ea0-5e93f662a05d,Adore,2021-02-02 15:29:19,Positive,72,Gif,Fitness
1327,78713905-362f-4a87-9671-adab5f1e0e67,Peeking,2020-10-08 00:01:27,Neutral,35,Audio,Dogs
1328,78713905-362f-4a87-9671-adab5f1e0e67,Dislike,2020-11-02 14:17:38,Negative,10,Audio,Dogs
1329,78713905-362f-4a87-9671-adab5f1e0e67,Love,2021-01-30 12:11:33,Positive,65,Audio,Dogs
1330,78713905-362f-4a87-9671-adab5f1e0e67,Dislike,2020-11-19 02:52:01,Negative,10,Audio,Dogs
1331,78713905-362f-4a87-9671-adab5f1e0e67,Hate,2020-09-05 16:12:45,Negative,5,Audio,Dogs
1332,78713905-362f-4a87-9671-adab5f1e0e67,Super Love,2021-01-24 04:05:18,Positive,75,Audio,Dogs
1333,78713905-362f-4a87-9671-adab5f1e0e67,Intrigued,2021-01-03 16:13:36,Positive,45,Audio,Dogs
1334,78713905-362f-4a87-9671-adab5f1e0e67,Heart,2020-09-27 07:20:20,Positive,60,Audio,Dogs
1335,78713905-362f-4a87-9671-adab5f1e0e67,Heart,2020-06-20 12:57:00,Positive,60,Audio,Dogs
1336,78713905-362f-4a87-9671-adab5f1e0e67,Like,2021-02-24 16:29:27,Positive,50,Audio,Dogs
1337,78713905-362f-4a87-9671-adab5f1e0e67,Indifferent,2020-10-24 01:22:36,Neutral,20,Audio,Dogs
1338,78713905-362f-4a87-9671-adab5f1e0e67,Adore,2020-09-10 05:43:57,Positive,72,Audio,Dogs
1339,78713905-362f-4a87-9671-adab5f1e0e67,Hate,2020-09-14 13:06:35,Negative,5,Audio,Dogs
1340,78713905-362f-4a87-9671-adab5f1e0e67,Like,2021-03-16 02:53:07,Positive,50,Audio,Dogs
1341,78713905-362f-4a87-9671-adab5f1e0e67,Adore,2021-02-10 00:11:24,Positive,72,Audio,Dogs
1342,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Worried,2021-04-04 21:40:54,Negative,12,Gif,Healthy Eating
1343,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Disgust,2021-02-08 05:08:45,Negative,0,Gif,Healthy Eating
1344,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Interested,2020-07-03 09:49:11,Positive,30,Gif,Healthy Eating
1345,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-11-05 10:43:57,Neutral,35,Gif,Healthy Eating
1346,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Hate,2021-05-10 01:41:02,Negative,5,Gif,Healthy Eating
1347,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Want,2021-04-30 22:23:39,Positive,70,Gif,Healthy Eating
1348,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-07-05 02:00:45,Neutral,35,Gif,Healthy Eating
1349,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Intrigued,2020-09-27 17:41:05,Positive,45,Gif,Healthy Eating
1350,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Adore,2020-10-11 19:59:39,Positive,72,Gif,Healthy Eating
1351,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Interested,2021-01-23 23:12:28,Positive,30,Gif,Healthy Eating
1352,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Disgust,2021-04-23 03:13:45,Negative,0,Gif,Healthy Eating
1353,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Dislike,2021-03-11 01:33:35,Negative,10,Gif,Healthy Eating
1354,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Intrigued,2020-09-27 01:57:32,Positive,45,Gif,Healthy Eating
1355,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Worried,2020-09-19 03:32:32,Negative,12,Gif,Healthy Eating
1356,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Want,2020-12-11 08:19:13,Positive,70,Gif,Healthy Eating
1357,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Heart,2020-10-05 01:52:32,Positive,60,Gif,Healthy Eating
1358,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Interested,2021-06-12 05:57:49,Positive,30,Gif,Healthy Eating
1359,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Interested,2020-06-18 11:38:25,Positive,30,Gif,Healthy Eating
1360,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Heart,2020-06-24 21:24:40,Positive,60,Gif,Healthy Eating
1361,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Adore,2020-06-22 13:05:49,Positive,72,Gif,Healthy Eating
1362,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Intrigued,2021-03-06 05:51:27,Positive,45,Gif,Healthy Eating
1363,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-12-21 05:52:02,Neutral,35,Gif,Healthy Eating
1364,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-08-09 12:57:30,Neutral,35,Gif,Healthy Eating
1365,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Hate,2020-10-10 13:16:47,Negative,5,Gif,Healthy Eating
1366,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Worried,2021-02-06 01:15:45,Negative,12,Gif,Healthy Eating
1367,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Hate,2020-09-23 21:46:14,Negative,5,Gif,Healthy Eating
1368,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-12-06 11:51:03,Neutral,35,Gif,Healthy Eating
1369,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Peeking,2020-12-09 01:22:22,Neutral,35,Gif,Healthy Eating
1370,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Worried,2021-05-04 14:47:36,Negative,12,Gif,Healthy Eating
1371,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Hate,2021-02-28 02:12:39,Negative,5,Gif,Healthy Eating
1372,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Scared,2020-08-09 16:38:09,Negative,15,Gif,Healthy Eating
1373,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Super Love,2020-07-08 10:33:59,Positive,75,Gif,Healthy Eating
1374,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Dislike,2021-05-12 10:32:26,Negative,10,Gif,Healthy Eating
1375,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Super Love,2020-07-20 14:40:58,Positive,75,Gif,Healthy Eating
1376,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Like,2020-12-09 18:08:56,Positive,50,Gif,Healthy Eating
1377,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Like,2021-04-22 21:28:18,Positive,50,Gif,Healthy Eating
1378,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Heart,2020-12-28 10:15:32,Positive,60,Gif,Healthy Eating
1379,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,Cherish,2020-09-26 20:12:39,Positive,70,Gif,Healthy Eating
1380,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Cherish,2020-11-23 23:23:52,Positive,70,Video,Culture
1381,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2020-07-15 19:23:08,Negative,0,Video,Culture
1382,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Dislike,2021-05-07 10:48:24,Negative,10,Video,Culture
1383,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Interested,2021-01-03 05:06:08,Positive,30,Video,Culture
1384,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Peeking,2021-05-24 12:57:45,Neutral,35,Video,Culture
1385,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Super Love,2021-04-28 04:25:18,Positive,75,Video,Culture
1386,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Worried,2021-05-30 22:03:32,Negative,12,Video,Culture
1387,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2021-02-12 16:04:02,Negative,0,Video,Culture
1388,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Love,2020-08-06 13:05:27,Positive,65,Video,Culture
1389,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Adore,2020-11-17 22:30:50,Positive,72,Video,Culture
1390,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Peeking,2020-10-04 07:12:29,Neutral,35,Video,Culture
1391,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Love,2020-08-07 18:37:48,Positive,65,Video,Culture
1392,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Super Love,2020-09-03 02:48:11,Positive,75,Video,Culture
1393,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Like,2021-03-03 11:50:53,Positive,50,Video,Culture
1394,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Adore,2020-11-21 19:43:38,Positive,72,Video,Culture
1395,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Heart,2021-01-13 12:01:55,Positive,60,Video,Culture
1396,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Indifferent,2020-09-18 16:47:00,Neutral,20,Video,Culture
1397,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Disgust,2020-06-25 05:15:12,Negative,0,Video,Culture
1398,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Scared,2020-10-28 10:48:18,Negative,15,Video,Culture
1399,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Want,2021-06-12 12:35:57,Positive,70,Video,Culture
1400,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Want,2021-06-04 06:51:50,Positive,70,Video,Culture
1401,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Super Love,2021-06-01 10:13:08,Positive,75,Video,Culture
1402,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Indifferent,2021-04-13 05:39:21,Neutral,20,Video,Culture
1403,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Intrigued,2020-07-20 11:51:35,Positive,45,Video,Culture
1404,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Scared,2020-10-25 05:14:27,Negative,15,Video,Culture
1405,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Scared,2020-10-03 00:44:46,Negative,15,Video,Culture
1406,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Like,2020-08-11 00:46:08,Positive,50,Video,Culture
1407,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Worried,2021-02-18 06:15:59,Negative,12,Video,Culture
1408,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Worried,2020-10-26 13:41:42,Negative,12,Video,Culture
1409,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Hate,2021-02-03 02:15:05,Negative,5,Video,Culture
1410,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Intrigued,2020-06-27 11:08:48,Positive,45,Video,Culture
1411,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Cherish,2020-09-26 21:14:37,Positive,70,Video,Culture
1412,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,Peeking,2021-05-20 01:32:56,Neutral,35,Video,Culture
1413,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Disgust,2021-05-17 13:47:25,Negative,0,Gif,Soccer
1414,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Intrigued,2020-07-25 09:28:22,Positive,45,Gif,Soccer
1415,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Indifferent,2021-01-11 07:28:46,Neutral,20,Gif,Soccer
1416,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Scared,2020-12-28 14:51:39,Negative,15,Gif,Soccer
1417,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Intrigued,2020-11-19 22:02:00,Positive,45,Gif,Soccer
1418,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Intrigued,2020-09-17 11:30:03,Positive,45,Gif,Soccer
1419,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,Want,2021-02-11 00:15:20,Positive,70,Gif,Soccer
